,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Group,Position,Earth,Europa,Mars,Deck,Number,Side,Cancri,PSO,Trappist,Total,Transported
0,-0.7734357884710732,0.7020535918146553,-0.2201834072545963,-0.33700564717968995,-0.28425706596049943,-0.28729979593614924,-0.27371977031295913,-0.26608206133053464,-1.7343090898045195,-0.4911332056828041,-1.0605559539428175,1.7546940651319014,-0.5036351349837639,-1.886212660184287,-1.1416608451828583,-1.0074474947360337,-0.5109838007526435,-0.31746838586747256,0.6852732279009265,-0.5217754462154549,False
1,-0.7734357884710732,-0.3332130118531424,-0.2201834072545963,-0.17351815305616852,-0.2786721698441487,-0.2459567391846333,0.20925491677693656,-0.22767816861607929,-1.7339347022355462,-0.4911332056828041,0.9427932219861075,-0.5698343573294852,-0.5036351349837639,0.3854480013538129,-1.1416608451828583,0.992493375723053,-0.5109838007526435,-0.31746838586747256,0.6852732279009265,-0.2631021808989218,True
2,-0.7734357884710732,2.0133912897938657,4.541145844646413,-0.27251058069059436,1.934808324269517,-0.28729979593614924,5.633702859575291,-0.22331408989852755,-1.733560314666573,-0.4911332056828041,-1.0605559539428175,1.7546940651319014,-0.5036351349837639,-2.454127825568812,-1.1416608451828583,0.992493375723053,-0.5109838007526435,-0.31746838586747256,0.6852732279009265,3.1274154692486253,False
3,-0.7734357884710732,0.2879469503475362,-0.2201834072545963,-0.33700564717968995,0.511900902625941,0.32623116625634757,2.6549190881975377,-0.09762862283303732,-1.733560314666573,0.45741621822313155,-1.0605559539428175,1.7546940651319014,-0.5036351349837639,-2.454127825568812,-1.1416608451828583,0.992493375723053,-0.5109838007526435,-0.31746838586747256,0.6852732279009265,1.2973724087823373,False
4,-0.7734357884710732,-0.8853552004759678,-0.2201834072545963,0.11745958877835583,-0.24081898505554947,-0.037587733156992875,0.22333068179230692,-0.26433642984351396,-1.7331859270975998,-0.4911332056828041,0.9427932219861075,-0.5698343573294852,-0.5036351349837639,0.3854480013538129,-1.1397147669991503,0.992493375723053,-0.5109838007526435,-0.31746838586747256,0.6852732279009265,-0.13833450537260492,True
5,-0.7734357884710732,1.0471424597039212,-0.2201834072545963,-0.33700564717968995,0.015465692283655469,-0.28729979593614924,-0.0177167940959106,-0.26608206133053464,-1.7328115395286265,-0.4911332056828041,0.9427932219861075,-0.5698343573294852,-0.5036351349837639,0.3854480013538129,-1.1416608451828583,-1.0074474947360337,-0.5109838007526435,3.149557591954059,-1.4591040831655797,-0.2497467677439921,True
6,-0.7734357884710732,-0.19517746469743605,-0.2201834072545963,-0.2740104659577826,0.6707601699354724,-0.28233862912596736,-0.27371977031295913,-0.26608206133053464,-1.7324371519596533,-0.4911332056828041,0.9427932219861075,-0.5698343573294852,-0.5036351349837639,0.3854480013538129,-1.1377686888154426,0.992493375723053,-0.5109838007526435,-0.31746838586747256,0.6852732279009265,0.03493440740056194,True
7,1.2927834214794613,-0.05714191754172968,-0.2201834072545963,-0.33700564717968995,-0.28425706596049943,-0.28729979593614924,-0.27371977031295913,,-1.7324371519596533,0.45741621822313155,0.9427932219861075,-0.5698343573294852,-0.5036351349837639,0.9533631667383379,-1.1416608451828583,0.992493375723053,-0.5109838007526435,-0.31746838586747256,0.6852732279009265,,True
8,-0.7734357884710732,0.4259824975032426,-0.2201834072545963,-0.33700564717968995,0.20286998418786828,-0.2591865173451184,-0.0836969426054592,-0.26608206133053464,-1.73206276439068,-0.4911332056828041,0.9427932219861075,-0.5698343573294852,-0.5036351349837639,0.3854480013538129,-1.1358226106317348,0.992493375723053,-0.5109838007526435,-0.31746838586747256,0.6852732279009265,-0.1639909569597067,True
9,1.2927834214794613,-1.0233907476316741,-0.2201834072545963,-0.33700564717968995,-0.28425706596049943,-0.28729979593614924,-0.27371977031295913,-0.26608206133053464,-1.7316883768217068,-0.4911332056828041,-1.0605559539428175,1.7546940651319014,-0.5036351349837639,-1.886212660184287,-1.1397147669991503,-1.0074474947360337,1.9567840769933176,-0.31746838586747256,-1.4591040831655797,-0.5217754462154549,True
10,1.2927834214794613,0.3569647239253894,-0.2201834072545963,-0.33700564717968995,-0.28425706596049943,,-0.27371977031295913,-0.26608206133053464,-1.7316883768217068,0.45741621822313155,-1.0605559539428175,1.7546940651319014,-0.5036351349837639,-1.886212660184287,-1.1397147669991503,-1.0074474947360337,-0.5109838007526435,-0.31746838586747256,0.6852732279009265,,True
11,-0.7734357884710732,1.1161602332817744,-0.2201834072545963,-0.2785101217593474,4.242611508348217,0.6867426211295667,-0.17694888583228785,-0.15785290913525138,-1.7316883768217068,1.4059656421290672,-1.0605559539428175,1.7546940651319014,-0.5036351349837639,-1.886212660184287,-1.1397147669991503,-1.0074474947360337,1.9567840769933176,-0.31746838586747256,-1.4591040831655797,2.34506942496248,True
12,-0.7734357884710732,0.21892917676968304,-0.2201834072545963,-0.22751402267494625,-0.28425706596049943,1.5698303133419476,-0.27371977031295913,-0.16745388231386524,-1.7313139892527336,-0.4911332056828041,-1.0605559539428175,-0.5698343573294852,1.9853360011241723,0.3854480013538129,-1.1397147669991503,-1.0074474947360337,-0.5109838007526435,-0.31746838586747256,0.6852732279009265,-0.06171660885221875,True
13,-0.7734357884710732,1.3232135540153338,-0.2201834072545963,0.7414118599286761,-0.2836365219475716,-0.17980784838220776,-0.27371977031295913,-0.24513448348628628,-1.7309396016837604,-0.4911332056828041,0.9427932219861075,-0.5698343573294852,-0.5036351349837639,0.9533631667383379,-1.1397147669991503,0.992493375723053,-0.5109838007526435,-0.31746838586747256,0.6852732279009265,-0.23744572931182,False
14,-0.7734357884710732,-0.05714191754172968,-0.2201834072545963,-0.3250065650421838,0.32015280263123325,-0.2674551286954216,-0.27196029968603785,-0.2599723511259622,-1.7305652141147871,-0.4911332056828041,0.9427932219861075,-0.5698343573294852,-0.5036351349837639,0.3854480013538129,-1.1377686888154426,-1.0074474947360337,-0.5109838007526435,-0.31746838586747256,0.6852732279009265,-0.16926283057349473,True
15,-0.7734357884710732,0.14991140319182986,-0.2201834072545963,-0.28900931862966533,-0.28425706596049943,1.1613609126369697,-0.27371977031295913,-0.26608206133053464,-1.730190826545814,-0.4911332056828041,0.9427932219861075,-0.5698343573294852,-0.5036351349837639,0.3854480013538129,-1.1397147669991503,0.992493375723053,-0.5109838007526435,-0.31746838586747256,0.6852732279009265,-0.20265136346081897,False
16,-0.7734357884710732,-0.12615969111958286,-0.2201834072545963,1.591846806424425,-0.2085506963833009,,-0.27371977031295913,-0.26608206133053464,-1.7294420514078674,-0.4911332056828041,-1.0605559539428175,-0.5698343573294852,1.9853360011241723,0.3854480013538129,-1.1358226106317348,-1.0074474947360337,1.9567840769933176,-0.31746838586747256,-1.4591040831655797,,False
17,-0.7734357884710732,-0.3332130118531424,-0.2201834072545963,-0.33700564717968995,-0.2836365219475716,-0.28729979593614924,-0.27371977031295913,0.28990156728555755,-1.7290676638388942,-0.4911332056828041,0.9427932219861075,-0.5698343573294852,-0.5036351349837639,0.3854480013538129,-1.133876532448027,-1.0074474947360337,1.9567840769933176,-0.31746838586747256,-1.4591040831655797,-0.29754508850900363,False
18,1.2927834214794613,1.1161602332817744,-0.2201834072545963,-0.33700564717968995,-0.28425706596049943,-0.28729979593614924,-0.27371977031295913,-0.26608206133053464,-1.728693276269921,-0.4911332056828041,-1.0605559539428175,-0.5698343573294852,1.9853360011241723,0.3854480013538129,-1.1319304542643194,-1.0074474947360337,-0.5109838007526435,-0.31746838586747256,0.6852732279009265,-0.5217754462154549,True
19,-0.7734357884710732,-1.9896395777216187,-0.2201834072545963,-0.33700564717968995,-0.28425706596049943,-0.28729979593614924,-0.27371977031295913,-0.26608206133053464,-1.7283188887009477,-0.4911332056828041,0.9427932219861075,-0.5698343573294852,-0.5036351349837639,0.9533631667383379,-1.1416608451828583,-1.0074474947360337,-0.5109838007526435,-0.31746838586747256,0.6852732279009265,-0.5217754462154549,True
20,-0.7734357884710732,-1.0233907476316741,-0.2201834072545963,0.28094708290187725,-0.28425706596049943,-0.28564607366608863,-0.27371977031295913,0.3265598285129922,-1.7283188887009477,0.45741621822313155,0.9427932219861075,-0.5698343573294852,-0.5036351349837639,0.3854480013538129,-1.1299843760806114,-1.0074474947360337,1.9567840769933176,-0.31746838586747256,-1.4591040831655797,-0.13798304713168572,False
21,1.2927834214794613,-1.9206218041437655,-0.2201834072545963,-0.33700564717968995,-0.28425706596049943,-0.28729979593614924,-0.27371977031295913,-0.26608206133053464,-1.727195725994028,-0.4911332056828041,0.9427932219861075,-0.5698343573294852,-0.5036351349837639,-0.1824671640307121,-1.1416608451828583,0.992493375723053,-0.5109838007526435,-0.31746838586747256,0.6852732279009265,-0.5217754462154549,False
22,1.2927834214794613,1.392231327593187,-0.2201834072545963,-0.33700564717968995,-0.28425706596049943,-0.28729979593614924,-0.27371977031295913,-0.26608206133053464,-1.727195725994028,0.45741621822313155,0.9427932219861075,-0.5698343573294852,-0.5036351349837639,-0.1824671640307121,-1.1416608451828583,0.992493375723053,1.9567840769933176,-0.31746838586747256,-1.4591040831655797,-0.5217754462154549,False
